년도,사이버과정명,차수,수행부처,수료율
2020,M&S 기반 교육훈련_30차수,30차,방위사업청,0.0
2020,M&S 기반 소요개발,1차,방위사업청,100.0
2020,M&S 기반 소요개발,10차,방위사업청,0.0
2020,M&S 기반 소요개발,11차,방위사업청,100.0
2020,M&S 기반 소요개발,12차,방위사업청,50.0
2020,M&S 기반 소요개발,2차,방위사업청,0.0
2020,M&S 기반 소요개발,3차,방위사업청,0.0
2020,M&S 기반 소요개발,4차,방위사업청,0.0
2020,M&S 기반 소요개발,5차,방위사업청,0.0
2020,M&S 기반 소요개발,6차,방위사업청,0.0
2020,M&S 기반 소요개발,7차,방위사업청,0.0
2020,M&S 기반 소요개발,8차,방위사업청,0.0
2020,M&S 기반 소요개발,9차,방위사업청,0.0
2020,M&S 기반 소요개발_30차수,30차,방위사업청,0.0
2020,M&S 기반 시험평가,1차,방위사업청,50.0
2020,M&S 기반 시험평가,10차,방위사업청,0.0
2020,M&S 기반 시험평가,11차,방위사업청,50.0
2020,M&S 기반 시험평가,12차,방위사업청,33.3
2020,M&S 기반 시험평가,2차,방위사업청,0.0
2020,M&S 기반 시험평가,3차,방위사업청,100.0
2020,M&S 기반 시험평가,4차,방위사업청,50.0
2020,M&S 기반 시험평가,5차,방위사업청,0.0
2020,M&S 기반 시험평가,6차,방위사업청,0.0
2020,M&S 기반 시험평가,7차,방위사업청,0.0
2020,M&S 기반 시험평가,8차,방위사업청,0.0
2020,M&S 기반 시험평가,9차,방위사업청,0.0
2020,M&S 기반 시험평가_30차수,30차,방위사업청,0.0
2020,M&S 기반 연구개발,1차,방위사업청,50.0
2020,M&S 기반 연구개발,10차,방위사업청,0.0
2020,M&S 기반 연구개발,11차,방위사업청,0.0
2020,M&S 기반 연구개발,12차,방위사업청,50.0
2020,M&S 기반 연구개발,2차,방위사업청,0.0
2020,M&S 기반 연구개발,3차,방위사업청,0.0
2020,M&S 기반 연구개발,4차,방위사업청,0.0
2020,M&S 기반 연구개발,5차,방위사업청,0.0
2020,M&S 기반 연구개발,6차,방위사업청,0.0
2020,M&S 기반 연구개발,7차,방위사업청,0.0
2020,M&S 기반 연구개발,8차,방위사업청,0.0
2020,M&S 기반 연구개발,9차,방위사업청,0.0
2020,M&S 기반 연구개발_30차수,30차,방위사업청,0.0
2020,M&S 기술 총론(중급),1차,방위사업청,100.0
2020,M&S 기술 총론(중급),10차,방위사업청,0.0
2020,M&S 기술 총론(중급),11차,방위사업청,0.0
2020,M&S 기술 총론(중급),12차,방위사업청,50.0
2020,M&S 기술 총론(중급),2차,방위사업청,0.0
2020,M&S 기술 총론(중급),3차,방위사업청,0.0
2020,M&S 기술 총론(중급),4차,방위사업청,0.0
2020,M&S 기술 총론(중급),5차,방위사업청,0.0
2020,M&S 기술 총론(중급),6차,방위사업청,100.0
2020,M&S 기술 총론(중급),7차,방위사업청,0.0
2020,M&S 기술 총론(중급),8차,방위사업청,0.0
2020,M&S 기술 총론(중급),9차,방위사업청,0.0
2020,M&S 기술 총론(초급),1차,방위사업청,100.0
2020,M&S 기술 총론(초급),10차,방위사업청,0.0
2020,M&S 기술 총론(초급),11차,방위사업청,0.0
2020,M&S 기술 총론(초급),12차,방위사업청,33.3
2020,M&S 기술 총론(초급),2차,방위사업청,0.0
2020,M&S 기술 총론(초급),3차,방위사업청,100.0
2020,M&S 기술 총론(초급),4차,방위사업청,0.0
2020,M&S 기술 총론(초급),5차,방위사업청,0.0
2020,M&S 기술 총론(초급),6차,방위사업청,100.0
2020,M&S 기술 총론(초급),7차,방위사업청,0.0
2020,M&S 기술 총론(초급),8차,방위사업청,0.0
2020,M&S 기술 총론(초급),9차,방위사업청,0.0
2020,M&S 기초,1차,방위사업청,100.0
2020,M&S 기초,10차,방위사업청,50.0
2020,M&S 기초,11차,방위사업청,0.0
2020,M&S 기초,12차,방위사업청,66.7
2020,M&S 기초,2차,방위사업청,0.0
2020,M&S 기초,3차,방위사업청,0.0
2020,M&S 기초,4차,방위사업청,100.0
2020,M&S 기초,5차,방위사업청,0.0
2020,M&S 기초,6차,방위사업청,0.0
2020,M&S 기초,7차,방위사업청,100.0
2020,M&S 기초,8차,방위사업청,0.0
2020,M&S 기초,9차,방위사업청,0.0
2020,M&S 기초_30차수,30차,방위사업청,0.0
2020,M&S 체계 사업관리,1차,방위사업청,100.0
2020,M&S 체계 사업관리,10차,방위사업청,0.0
2020,M&S 체계 사업관리,11차,방위사업청,0.0
2020,M&S 체계 사업관리,12차,방위사업청,20.0
2020,M&S 체계 사업관리,2차,방위사업청,0.0
2020,M&S 체계 사업관리,3차,방위사업청,0.0
2020,M&S 체계 사업관리,4차,방위사업청,0.0
2020,M&S 체계 사업관리,5차,방위사업청,0.0
2020,M&S 체계 사업관리,6차,방위사업청,100.0
2020,M&S 체계 사업관리,7차,방위사업청,100.0
2020,M&S 체계 사업관리,8차,방위사업청,0.0
2020,M&S 체계 사업관리,9차,방위사업청,0.0
2020,M&S 체계 사업관리_30차수,30차,방위사업청,0.0
2020,New English 900 회화 잡는 기초 영문법,1차,국가공무원인재개발원,100.0
2020,New 컨설턴트처럼 일하는 방식을 혁신하라,1차,방위사업청,100.0
2020,New 컨설턴트처럼 일하는 방식을 혁신하라,10차,방위사업청,20.0
2020,New 컨설턴트처럼 일하는 방식을 혁신하라,11차,방위사업청,0.0
2020,New 컨설턴트처럼 일하는 방식을 혁신하라,12차,방위사업청,50.0
2020,New 컨설턴트처럼 일하는 방식을 혁신하라,2차,방위사업청,100.0
2020,New 컨설턴트처럼 일하는 방식을 혁신하라,3차,방위사업청,0.0
2020,New 컨설턴트처럼 일하는 방식을 혁신하라,4차,방위사업청,0.0
2020,New 컨설턴트처럼 일하는 방식을 혁신하라,5차,방위사업청,33.3
2020,New 컨설턴트처럼 일하는 방식을 혁신하라,6차,방위사업청,0.0
2020,New 컨설턴트처럼 일하는 방식을 혁신하라,7차,방위사업청,0.0
2020,New 컨설턴트처럼 일하는 방식을 혁신하라,8차,방위사업청,0.0
2020,New 컨설턴트처럼 일하는 방식을 혁신하라,9차,방위사업청,66.7
2020,RAM 제도 업무 소개 (2014년),1차,방위사업청,57.1
2020,RAM 제도 업무 소개 (2014년),10차,방위사업청,88.9
2020,RAM 제도 업무 소개 (2014년),11차,방위사업청,50.0
2020,RAM 제도 업무 소개 (2014년),12차,방위사업청,71.4
2020,RAM 제도 업무 소개 (2014년),2차,방위사업청,100.0
2020,RAM 제도 업무 소개 (2014년),3차,방위사업청,71.4
2020,RAM 제도 업무 소개 (2014년),4차,방위사업청,100.0
2020,RAM 제도 업무 소개 (2014년),5차,방위사업청,66.7
2020,RAM 제도 업무 소개 (2014년),6차,방위사업청,66.7
2020,RAM 제도 업무 소개 (2014년),7차,방위사업청,75.0
2020,RAM 제도 업무 소개 (2014년),8차,방위사업청,66.7
2020,RAM 제도 업무 소개 (2014년),9차,방위사업청,100.0
2020,RAM 제도 업무 소개 (2014년)_30차수,30차,방위사업청,0.0
2020,SBA,1차,방위사업청,100.0
2020,SBA,10차,방위사업청,0.0
2020,SBA,11차,방위사업청,100.0
2020,SBA,12차,방위사업청,100.0
2020,SBA,2차,방위사업청,0.0
2020,SBA,3차,방위사업청,0.0
2020,SBA,4차,방위사업청,100.0
2020,SBA,5차,방위사업청,0.0
2020,SBA,6차,방위사업청,0.0
2020,SBA,7차,방위사업청,0.0
2020,SBA,8차,방위사업청,0.0
2020,SBA,9차,방위사업청,100.0
2020,SBA_30차수,30차,방위사업청,0.0
2020,TRIZ 를 활용한 기술혁신,1차,방위사업청,0.0
2020,TRIZ 를 활용한 기술혁신,10차,방위사업청,50.0
2020,TRIZ 를 활용한 기술혁신,11차,방위사업청,0.0
2020,TRIZ 를 활용한 기술혁신,12차,방위사업청,100.0
2020,TRIZ 를 활용한 기술혁신,2차,방위사업청,0.0
2020,TRIZ 를 활용한 기술혁신,3차,방위사업청,100.0
2020,TRIZ 를 활용한 기술혁신,4차,방위사업청,0.0
2020,TRIZ 를 활용한 기술혁신,5차,방위사업청,0.0
2020,TRIZ 를 활용한 기술혁신,6차,방위사업청,100.0
2020,TRIZ 를 활용한 기술혁신,7차,방위사업청,0.0
2020,TRIZ 를 활용한 기술혁신,8차,방위사업청,0.0
2020,TRIZ 를 활용한 기술혁신,9차,방위사업청,0.0
2020,UCC동영상 제작,1차,방위사업청,0.0
2020,UCC동영상 제작,10차,방위사업청,20.0
2020,UCC동영상 제작,11차,방위사업청,50.0
2020,UCC동영상 제작,12차,방위사업청,100.0
2020,UCC동영상 제작,2차,방위사업청,0.0
2020,UCC동영상 제작,3차,방위사업청,100.0
2020,UCC동영상 제작,4차,방위사업청,0.0
2020,UCC동영상 제작,5차,방위사업청,0.0
2020,UCC동영상 제작,6차,방위사업청,50.0
2020,UCC동영상 제작,7차,방위사업청,0.0
2020,UCC동영상 제작,8차,방위사업청,100.0
2020,UCC동영상 제작,9차,방위사업청,0.0
2020,"[850점]토익 Listening Part 1,2①",1차,국가공무원인재개발원,100.0
2020,"[850점]토익 Listening Part 1,2②",1차,국가공무원인재개발원,100.0
2020,[850점]토익 Listening Part 3,1차,국가공무원인재개발원,100.0
2020,[대학원] 2020학년도 인권과성평등교육,1차,고려대학교,100.0
2020,"[박혜원] 시간 단축의 끝, 900점 완성 LC",1차,국가공무원인재개발원,100.0
2020,"[박혜원] 시간 단축의 끝, 900점 완성 RC",1차,국가공무원인재개발원,100.0
2020,"[박혜원] 시간 단축의 끝, 900점 완성 RC",2차,국가공무원인재개발원,100.0
2020,"[오단기 워드 2013] 핵심 꿀팁편_늘 보던 워드, 멋진 날개를 달다!",1차,국가공무원인재개발원,100.0
2020,[헤일리] No.1 토익스피킹 Lv.7,1차,국가공무원인재개발원,100.0
2020,감사 (2015년),1차,방위사업청,60.0
2020,감사 (2015년),10차,방위사업청,68.2
2020,감사 (2015년),11차,방위사업청,64.3
2020,감사 (2015년),12차,방위사업청,90.0
2020,감사 (2015년),2차,방위사업청,100.0
2020,감사 (2015년),3차,방위사업청,70.0
2020,감사 (2015년),4차,방위사업청,75.0
2020,감사 (2015년),5차,방위사업청,85.7
2020,감사 (2015년),6차,방위사업청,63.6
2020,감사 (2015년),7차,방위사업청,40.0
2020,감사 (2015년),8차,방위사업청,50.0
2020,감사 (2015년),9차,방위사업청,57.1
2020,감사 (2015년)_30차수,30차,방위사업청,0.0
2020,감사실시 및 처리 요령(사),1차,감사교육원,100.0
2020,감시전자사업부 AIMS 업무 소개교육,1차,방위사업청,100.0
2020,갑질 근절 교육,1차,방위사업청,96.6
2020,갑질 근절 교육,2차,방위사업청,94.9
2020,갑질 근절 교육,3차,방위사업청,100.0
2020,개인정보 보호와 정보보안,1차,방위사업청,77.1
2020,개인정보 보호와 정보보안,10차,방위사업청,84.6
2020,개인정보 보호와 정보보안,11차,방위사업청,72.7
2020,개인정보 보호와 정보보안,12차,방위사업청,77.8
2020,개인정보 보호와 정보보안,2차,방위사업청,50.0
2020,개인정보 보호와 정보보안,3차,방위사업청,63.0
2020,개인정보 보호와 정보보안,4차,방위사업청,85.0
2020,개인정보 보호와 정보보안,5차,방위사업청,79.5
2020,개인정보 보호와 정보보안,6차,방위사업청,84.6
2020,개인정보 보호와 정보보안,7차,방위사업청,78.0
2020,개인정보 보호와 정보보안,8차,방위사업청,78.8
2020,개인정보 보호와 정보보안,9차,방위사업청,78.6
2020,개인정보 안전성 확보조치,1차,방위사업청,85.7
2020,개인정보 안전성 확보조치,10차,방위사업청,100.0
2020,개인정보 안전성 확보조치,11차,방위사업청,76.0
2020,개인정보 안전성 확보조치,12차,방위사업청,72.7
2020,개인정보 안전성 확보조치,2차,방위사업청,50.0
2020,개인정보 안전성 확보조치,3차,방위사업청,88.9
2020,개인정보 안전성 확보조치,4차,방위사업청,66.7
2020,개인정보 안전성 확보조치,5차,방위사업청,75.0
2020,개인정보 안전성 확보조치,6차,방위사업청,90.7
2020,개인정보 안전성 확보조치,7차,방위사업청,90.9
2020,개인정보 안전성 확보조치,8차,방위사업청,100.0
2020,개인정보 안전성 확보조치,9차,방위사업청,73.3
2020,개인정보보호,1차,방위사업청,78.0
2020,개인정보보호,10차,방위사업청,66.7
2020,개인정보보호,11차,방위사업청,76.9
2020,개인정보보호,12차,방위사업청,55.6
2020,개인정보보호,2차,방위사업청,55.0
2020,개인정보보호,3차,방위사업청,81.6
2020,개인정보보호,4차,방위사업청,87.8
2020,개인정보보호,5차,방위사업청,60.5
2020,개인정보보호,6차,방위사업청,80.3
2020,개인정보보호,7차,방위사업청,81.8
2020,개인정보보호,8차,방위사업청,75.0
2020,개인정보보호,9차,방위사업청,75.6
2020,개인정보보호법 이해하기,1차,방위사업청,86.8
2020,개인정보보호법 이해하기,10차,방위사업청,75.7
2020,개인정보보호법 이해하기,11차,방위사업청,74.5
2020,개인정보보호법 이해하기,12차,방위사업청,87.2
2020,개인정보보호법 이해하기,2차,방위사업청,83.7
2020,개인정보보호법 이해하기,3차,방위사업청,86.2
2020,개인정보보호법 이해하기,4차,방위사업청,91.5
2020,개인정보보호법 이해하기,5차,방위사업청,77.0
2020,개인정보보호법 이해하기,6차,방위사업청,87.0
2020,개인정보보호법 이해하기,7차,방위사업청,80.8
2020,개인정보보호법 이해하기,8차,방위사업청,70.6
2020,개인정보보호법 이해하기,9차,방위사업청,88.9
2020,개정 미국특허법 완전정복,1차,방위사업청,0.0
2020,개정 미국특허법 완전정복,10차,방위사업청,0.0
2020,개정 미국특허법 완전정복,11차,방위사업청,0.0
2020,개정 미국특허법 완전정복,12차,방위사업청,0.0
2020,개정 미국특허법 완전정복,2차,방위사업청,0.0
2020,개정 미국특허법 완전정복,3차,방위사업청,0.0
2020,개정 미국특허법 완전정복,4차,방위사업청,0.0
2020,개정 미국특허법 완전정복,5차,방위사업청,0.0
2020,개정 미국특허법 완전정복,6차,방위사업청,0.0
2020,개정 미국특허법 완전정복,7차,방위사업청,0.0
2020,개정 미국특허법 완전정복,8차,방위사업청,0.0
2020,개정 미국특허법 완전정복,9차,방위사업청,0.0
2020,고위공무원 역량 및 역량개발의 이해,1차,국가공무원인재개발원,100.0
2020,고위급 국내 장기훈련 수료,1차,국립외교원,100.0
2020,고전에서 배우는 경영철학,1차,방위사업청,0.0
2020,고전에서 배우는 경영철학,10차,방위사업청,0.0
2020,고전에서 배우는 경영철학,11차,방위사업청,100.0
2020,고전에서 배우는 경영철학,12차,방위사업청,75.0
2020,고전에서 배우는 경영철학,2차,방위사업청,100.0
2020,고전에서 배우는 경영철학,3차,방위사업청,100.0
2020,고전에서 배우는 경영철학,4차,방위사업청,100.0
2020,고전에서 배우는 경영철학,5차,방위사업청,0.0
2020,고전에서 배우는 경영철학,6차,방위사업청,100.0
2020,고전에서 배우는 경영철학,7차,방위사업청,25.0
2020,고전에서 배우는 경영철학,8차,방위사업청,66.7
2020,고전에서 배우는 경영철학,9차,방위사업청,100.0
2020,고체 추진기관의 구성 및 성능평가,1차,방위사업청,100.0
2020,고충민원대응기법 및 사례분석,1차,방위사업청,96.6
2020,고충민원대응기법 및 사례분석,2차,방위사업청,95.8
2020,고충민원대응기법 및 사례분석,3차,방위사업청,77.8
2020,고충민원대응기법 및 사례분석,4차,방위사업청,95.1
2020,고충민원대응기법 및 사례분석,5차,방위사업청,94.5
2020,고충민원대응기법 및 사례분석,6차,방위사업청,94.1
2020,고충민원대응기법 및 사례분석,7차,방위사업청,91.7
