번호,국가,제목,등록일자
1018,루마니아,"루마니아 공군, 포르투갈 F-16 6기 도착 동향",2016-12-06
1019,중국,"중국, 말련에 “근해 다기능 임무함 18척” 수출 가능성 보도",2016-12-06
1020,이탈리아,유럽형 최초의 군용 무인기 Male RPAS 연구개발 위한 4개국 공동협력 공식 착수 동향,2016-12-06
1021,터키,제13차 국제방산전시회(IDEF-2017) 개최 계획,2016-12-06
1022,프랑스,"유럽, 미래무인기 무장 결정 동향",2016-12-06
1023,캄보디아,캄보디아 방산협력분야 참고자료,2016-12-06
1024,이란,이란 자폭용 드론 개발,2016-12-06
1025,남아프리카공화국,남아공 Ultimate Unmanned에서 개발한 무인기 관련 자료,2016-12-06
1026,이탈리아,최근 레오나르도-핀메카니카사의 회전익 항공기 방산계약 동향,2016-12-06
1027,터키,"터키 하벨산社, 저격탐지용 음향기반 원격탐사 시스템 개발",2016-10-28
1028,인도,육군의 대공화기 획득 계획,2016-10-28
1029,프랑스,프랑스군 장비 확보 현황,2016-10-28
1030,이탈리아,"伊-佛-英 합작 MBDA사, 카타르 해군과 미사일 계약 체결",2016-10-27
1031,이탈리아,"伊 핀칸티에리사, 호주 프리킷함정 사업 참여 동향",2016-10-27
1032,스위스,스위스내 향후 신형전투기 도입관련 논란,2016-10-27
1033,벨기에,벨. 국방부 경기관총(FN사 미니미 7.62mm) 도입 결정,2016-10-27
1034,폴란드,폴란드 VIP 수송기 획득 계획 발표,2016-10-27
1035,인도,"인도, 프랑스 잠수함 추가 획득 계획 중단",2016-10-27
1036,폴란드,폴란드 (초)단거리방공체계 획득 추진 동향,2016-10-07
1037,이스라엘,IDF 신규 차륜구동형 APC 개발 및 배치 동향,2016-10-07
1038,프랑스,"프랑스 업체, 공중투하 가능한 무인기 개발",2016-10-07
1039,리투아니아,"리투아니아, 독일 장갑차 구매 계약",2016-10-07
1040,중국,"중국 언론, 자체 개발 J-20 스텔기 전투기 2020년경 국산엔진 WS-15 장착 가능성 보도",2016-10-07
1041,대만,"대만, 국방예산 한화 약 11조원 편성",2016-10-07
1042,알제리,알제리 헬기 조립공장 건립 추진 동향,2016-10-07
1043,프랑스,"불 국방장관, 쿠웨이트에 카라칼 헬기 수출계약 체결",2016-10-07
1044,프랑스,프랑스 지상무기 방산업체 수출 현황 및 여건 분석 보고,2016-10-07
1045,네덜란드,NATO 공중재급유기 도입 준비 등 전력화 동향,2016-10-07
1046,오스트레일리아,호주 육군의 LAND 400 사업추진 동향,2016-10-07
1047,독일,"독일, 2015년 독일 방산수출 현황",2016-08-19
1048,폴란드,폴란드 군현대화 관련 현황,2016-08-19
1049,폴란드,폴란드 군현대화 관련 현황,2016-08-19
1050,중국,"중국, 샹롱(翔龍) 무인기 성능 평가",2016-08-19
1051,파라과이,파라과이 KT-1 공동생산 관련 언론보도,2016-08-19
1052,일본,일본의 ‘F-3계획’과 관련한 로이터 보도 분석,2016-08-19
1053,인도,"인도 국방부, 중개인에 대한 규정 개정내용",2016-08-19
1054,태국,"태국, 중국 잠수함 3척 10억달러에 도입 언론보도",2016-08-19
1055,터키,"터키 FNSS사, 방산청과 260대 대전차 차량 계약체결",2016-08-19
1056,중국,중국 최초의 대형 수륙양용 항공기 AG 600 출고식,2016-08-19
1057,베트남,베트남 해상 작전 항공기 획득 계획 보도,2016-07-14
1058,프랑스,프랑스 하원의 2016년 무기수출 보고서 발표,2016-07-14
1059,일본,"일본, 일본의 F-2후계기 정보제공의사 기업 모집동향",2016-07-14
1060,대만,"대만, 제1회 ‘국제해사선박전·국방산업전’ 개최(9.14~9.17)",2016-07-14
1061,일본,"일본, 스웨덴 방산기업 SAAB 회장의 일본방문 및 인터뷰",2016-07-14
1062,프랑스,"프랑스, 브렉시트에 따른 유럽 방산협력 전망",2016-07-14
1063,이스라엘,이스라엘 개발 무기체계의 EuroSatory 2016 소개 동향,2016-07-14
1064,프랑스,"프랑스, 유로사토리 전시회 개최 결과",2016-07-14
1065,터키,"터키군, 시콜스키와 T-70 709대 구매 및 생산 계약체결",2016-07-14
1066,프랑스,"프랑스, A400M 에어버스 군수송기 사업 동향",2016-06-22
1067,오스트레일리아,"호주, 해군 군수지원함 사업 Navantia사와 계약 체결",2016-06-22
1068,프랑스,"프랑스, 뉴런 미래전투무인기 해상작전환경 시험",2016-06-22
1069,중국,"중국, 태국에 VT-4(수출버전 MBT-3000) 전차 수출 동향",2016-06-22
1070,아르헨티나,아르헨티나 전투기 도입 관련 동향,2016-06-22
1071,이스라엘,"이스라엘, 해군 해상 아이언돔 시험 성공 동향",2016-06-22
1072,베트남,"베트남, 해군 Gepard 3.9급 초계함 3, 4번함 진수",2016-06-22
1073,일본,"일본, IHI사의 미국 GE사에 MSC기술 공여",2016-06-22
1074,인도,인도-우크라이나 방산기업 간 협력,2016-06-22
1075,인도,인도 민간 기업의 방산 참여 독려,2016-06-22
1076,오스트레일리아,"호주, 건조 예정인 신형잠수함을 핵잠수함으로 전환 구상",2016-06-22
1077,칠레,"칠레, 미국산 중고 수송기 도입 검토",2016-06-22
1078,일본,"일본, ‘SOPEX 2016’에 AC-235 최초공개",2016-06-22
1079,이탈리아,"이탈리아, F-35기 추가 2기 최종조립 완성",2016-06-22
1080,이탈리아,"이탈리아, 미 해군 조종사 훈련레이더에 이탈리아 제품 장착",2016-06-22
1081,프랑스,"프랑스, 차기 공격원잠용 시물레이터 센터 준공",2016-06-22
1082,중국,"중국, 7월 양자(量子) 과학실험 위성 발사, 북경-상해간 광섬유 양자 통신망 구축 예정",2016-06-22
1083,프랑스,"프랑스, 사프란-에어프랑스 합작 공장설립",2016-06-22
1084,일본,일본의 ‘선진 광학위성’ 개발동향,2016-06-22
1085,중국,"중국, 공군 플라밍 붐 공중급유 방식 개발 성공",2016-06-22
1086,프랑스,"프랑스, 스페인에 전투기 조종사용 HMD 헬맷 수출",2016-06-22
1087,오스트레일리아,"호주, 전력 향상과 예산이 잠수함사업의 주요 요소임을 강조",2016-05-16
1088,프랑스,"프랑스, 특수부대용 공중투하 전천후 차량 획득계획",2016-05-16
1089,프랑스,"프랑스, 소형무인기 제압장비 개발 동향",2016-05-16
1090,프랑스,"프랑스, 특수부대용 공중투하 전천후 차량 획득계획",2016-05-16
1091,프랑스,"프랑스, 호주 잠수함 교체사업 수주로 전략관계 강화",2016-05-16
1092,오스트레일리아,"호주, 해군 신형잠수함 사업자 선정 결과 발표",2016-05-16
1093,칠레,"칠레, 해군 주요사업",2016-05-16
1094,프랑스,"프랑스, 국립항공연구소 장기 연구전략 발표",2016-05-16
1095,네덜란드,"네덜란드, F-35 전투기 최초 전시계획 발표",2016-05-16
1096,베트남,"베트남, 해군 몰리냐급(Monlniya Class) 제5, 6호 함정 진수",2016-05-16
1097,인도,"인도, 개인화기 사용 관련",2016-05-16
1098,아르헨티나,"아르헨티나, 해군 수송기 도태",2016-05-16
1099,프랑스,"프랑스, 노르웨이 잠수함 획득사업에 독일과 경쟁",2016-05-16
1100,프랑스,"프랑스, 라팔기용 공대공 AASM 미사일 생산 확대 계획",2016-05-16
1101,인도네시아,"인니, PT. DI 국방부로부터 무인기 감항인증 획득",2016-05-16
1102,오스트레일리아,"호주, 군 중형트럭 교체사업 최초 납품 개시",2016-05-16
1103,오스트레일리아,"호주, 잠수함 사업자 선정시기 관련",2016-05-16
1104,브라질,"브라질, 국방예산 증대를 위한 헌법 개정안 발의 동향",2016-05-16
1105,오스트레일리아,"호주, 해군 주요 획득사업 추진 동향",2016-05-16
1106,인도,"인도, 방위산업 활성화를 위한 제언",2016-05-16
1107,프랑스,"프랑스, 일본과의 방산장비·기술이전 관련 협정 승인 법안 소개",2016-05-16
1108,터키,"터키, 무장탑재 무인기 개발 착수",2016-05-16
1109,이스라엘,"이스라엘, ‘15년 방산수출 성과",2016-05-16
1110,인도,"인도, 미국과의 방산협력 법안 발의 및 기업위원회 동향",2016-05-16
1111,파키스탄,"파키스탄, 미국 AH-1Z 구매 예정",2016-05-16
1112,프랑스,"프랑스, 이집트 방문 및 방산 장비 수출 확대",2016-05-16
1113,프랑스,"프랑스, 방산업체 인수/합병",2016-05-16
1114,인도,"인도, 외국 기업의 대 인도 투자한도 100% 사례",2016-05-16
1115,이탈리아,"이탈리아, 핀메카니카 그룹 새명칭‘레오나르도’로 변경 공식화",2016-05-16
1116,프랑스,"프랑스, 육군 장비현대화에 핵심 중소기업 참여",2016-05-16
1117,인도,"인도, 국방부 신 국방조달규정 시행 발표",2016-04-25
1118,인도,"인도, 국방부의 신 국방획득규정",2016-04-25
1119,터키,"터키, ‘15년 233개 사업 계약 체결",2016-04-25
1120,아르헨티나,"아르헨티나, 공군 미라지 전투기 도태",2016-04-25
1121,오스트레일리아,"호주, 잠수함 사업자 선정 지연 우려",2016-04-25
1122,칠레,"칠레, 해군 해상정찰기 도입",2016-04-25
1123,오스트레일리아,"호주, 전투식량 연구 및 생산시설 투자계획 발표",2016-04-25
1124,오스트레일리아,"호주, 군수지원함 건조사업 스페인 회사 선정",2016-04-25
1125,인도,"인도, 국방 조달 실태 보고",2016-04-25
1126,파키스탄,"파키스탄, 190여대의 전투기 교체 필요",2016-04-25
1127,오스트레일리아,"호주, 남호주(SA)에 방위산업전력센터 개소 예정",2016-04-25
1128,인도네시아,"인니, 슈퍼투카노 마지막 인도분 도착",2016-04-25
1129,인도,"인도, 미국 방산업체(BAE)와 인도 기업(Mahindra)의 합의",2016-04-25
1130,프랑스,"프랑스, 해군 3차 FREMM 다목적프리깃함 획득",2016-04-25
1131,브라질,"브라질, 다련장(ASTRO) 수출",2016-03-31
1132,이스라엘,"이스라엘, Elta사 신규 무인수상정 공개",2016-03-31
1133,프랑스,"프랑스, 국경감시용 신기술 비행선 개발",2016-03-31
1134,프랑스,"프랑스, 우주산업 2015년 결산 및 2016년 전망(2)",2016-03-31
1135,오스트레일리아,"호주, 일본의 호주 잠수함 사업 참여 동향",2016-03-31
1136,프랑스,"프랑스, 항공산업 2015년 결산 및 2016년 전망(1)",2016-03-31
1137,프랑스,"프랑스 육군 공병, 신기술 불도저 유럽 최초로 획득",2016-03-31
1138,인도,"인도, 정부의 방위산업단지 조성 계획과 국산화 추진 동향",2016-03-31
1139,프랑스,"프랑스, 에어버스社 신형 성층권 무인기 개발 동향",2016-03-31
1140,프랑스,"프랑스, 우주산업 2015년 결산 및 2016년 전망(1)",2016-03-31
1141,터키,"터키, 공군신형 전자전 장비 인도식",2016-03-31
1142,프랑스,"프랑스, 차기 육군전술무인기 기종 선정",2016-03-31
1143,터키,"터키, 해안경비대 신형 경/중급 해상초계기 획득 계획",2016-03-31
1144,오스트레일리아,"호주, 방산 추진사업 동향",2016-03-31
1145,오스트레일리아,"호주, 잠수함 사업 추진 동향",2016-03-31
1146,인도,"인도, T-50 전투기 구매 동향",2016-03-31
1147,프랑스,"프랑스, 국방부 최신 암호통신장비 솔루션 선정",2016-03-31
1148,이탈리아,"이탈리아, 공군 F-35A 시험비행",2016-03-31
1149,인도,"인도, 공군 전투기 개발 동향",2016-03-31
1150,사우디아라비아,"사우디, 방산부품 국산화 지원을 위한 정부입찰 및 조달법 개정 논의",2016-03-31
1151,터키,"터키, 세계 6위 무기수입국",2016-03-31
1152,프랑스,"프랑스, 항공산업 2015년 결산 및 2016년 전망(2)",2016-03-31
1153,프랑스,"프랑스, 세계 무기수출입 동향",2016-03-31
1154,인도네시아,"인니, 방산업체 지분 아세안 국가에 판매 의지 표명",2016-03-31
1155,칠레,"칠레, 쇄빙선 기본설계 입찰 결과",2016-03-31
1156,인도네시아,"인니, PT PINDAD 장갑차에 90미리포 탑재 전투차량 개발",2016-03-30
1157,사우디아라비아,"사우디, 군용헬기 및 항공기 국내생산 계획 발표",2016-03-30
1158,인도,"인도, 국방부 전략적파트너(방산업체) 추진",2016-03-30
1159,인도,"인도, 정부의 조선산업 육성책",2016-03-30
1160,프랑스,"프랑스, 해군 특수부대용 고속단정 운용",2016-03-30
1161,프랑스,"프랑스, 유럽데이터 중계시스템 개발 동향",2016-03-30
1162,인도,"인도, 육군 미래보병전투차량 개발사업",2016-03-30
1163,러시아,"러시아, 군용 항공기(헬기 포함) 양적 측면 세계 2위 유지",2016-02-04
1164,인도,"인도, 국방부 무기조달 인테넷 포탈 개설",2016-02-04
1165,이스라엘,"이스라엘, 해군 독일제 돌핀급 잠수함(5번함) 인수계획",2016-02-04
1166,러시아,"러시아, 인도총리 러 방문(러-인도간 방산협력)",2016-02-04
1167,베트남,"베트남, 이태리제 헬기 AW-189 실전 배치",2016-02-04
1168,터키,"터키, 자국산 소총 개발 현황",2016-02-04
1169,터키,"터키, 주변국에서 알타이 전차 관심 집중",2016-02-04
1170,터키,"터키, 국산 기본훈련기 개발 관련 최근 동향",2016-02-04
1171,오스트레일리아,"호주, 공군 美 상용제트기를 정찰기로 개조해 도입 예정",2016-02-04
1172,인도,"인도, 국방조달 규정의 국산화 관련 개정",2016-02-04
1173,터키,"터키, 해군 대형상륙함 건조사업 동향",2016-02-04
1174,이스라엘,"이스라엘, David’s Sling 방공체계 실험 완료",2016-02-04
1175,이스라엘,"이스라엘, 해군 Barak-8 지대공미사일 실험발사 실시",2016-02-04
1176,터키,"터키, 4번째 조기경보통제기 인수",2016-02-04
1177,터키,"터키군, 공중조기경보기 최종 인수",2016-02-04
1178,오스트레일리아,"호주, Pacific Patrol Boat 사업 진행 동향",2016-02-04
1179,터키,"터키, 국산호위함 건조사업 착수",2016-02-04
1180,말레이시아,"말레이시아, 파키스탄 전투기 구매의사 표명",2016-02-03
1181,아르헨티나,아르헨티나-볼리비아 간 방산협력 동향,2016-02-03
1182,베트남,"베트남, 해경 2,400톤급 경비정 진수 완료",2016-02-03
1183,싱가포르,"싱가포르, 공군 F-16 업그레이드사업 계약 체결",2016-02-03
1184,터키,"터키, 해군 국산 전투함 추가 건조",2016-02-03
1185,오스트레일리아,"호주, 해군 AWD(방공구축함) 프로젝트 추진 동향",2016-02-03
1186,파키스탄,"파키스탄, 총 16대의 전투기 생산",2016-02-03
1187,러시아,"러, YAK-130 경공격기 방글라데시 판매 동향",2016-02-03
1188,아르헨티나,"아르헨티나, 전투기 구매 추진",2016-02-03
1189,러시아,러-인도간 다목적 헬기 Ka-226T 합작생산 추진,2016-02-03
1190,러시아,러·인도 간 방산협력 동향,2016-02-03
1191,중국,중국 5년내 제4세대 무장헬기 양산 계획,2015-10-28
1192,러시아,"러시아,  항공우주군 차세대 전투기(T-50) 개발동향",2015-10-28
1193,프랑스,"프랑스, 군 파마스 후속 소총 획득사업 추진",2015-10-28
1194,러시아,"러시아, 러시아-인도 합작으로 SU-30 성능개선 추진 동향",2015-10-28
1195,인도네시아,"인니, ‘16년 국방예산 감소에 따라 무기획득 감소 전망",2015-10-28
1196,이스라엘,"이스라엘, 신무기 개발 및 배치 동향",2015-10-28
1197,중국,중국 6000m급 심해잠수정 연구개발 성공,2015-10-28
1198,러시아,"러시아, 방글라데시에 YAK-130(훈련기) 16대 수출",2015-10-28
1199,러시아,"러시아,  방산업체 이르쿠트 항공, 기록적인 항공기 생산 예상",2015-10-28
1200,스리랑카,"싱가폴, 방산업체의 오만 해군 신형 함정 건조/인도",2015-10-28
1201,인도네시아,"인니, 공군 F-5 Tiger 전투기 대체기로 러시아산 Sukhoi-35기 결정",2015-10-28
1202,터키,"터키, 장거리미사일방어체계 획득사업 추진 최신 동향",2015-10-28
1203,벨라루스,"벨라루시, 무인정찰기 개발 동향",2015-10-28
1204,파키스탄,"파키스탄, 중국으로부터 잠수함 구매 최종 결정",2015-09-04
1205,폴란드,"폴란드, 슬로바키아 방산협력 동향",2015-09-04
1206,인도,"인도, 러시아로부터 호위함 도입",2015-09-04
1207,체코,"체코, 폴란드산 헬기 수리 목적 대규모 예산 배정",2015-09-04
1208,이스라엘,"이스라엘, 독일제 함정 도입",2015-01-21
1209,말레이시아,"말레이시아, 보병장갑차(8x8) 최초 인수",2015-01-21
1210,인도,"인도, 다목적 헬기 도입",2015-01-21
1211,아르헨티나,"아르헨티나, 군용차량 도입",2015-01-21
1212,베트남,"베트남, Kilo급 잠수함 인수",2015-01-21
1213,아르헨티나,"아르헨티나, 중국 및 러시아 전투기 도입 검토",2015-01-21
1214,리투아니아,"리투아니아, 휴대형 지대공 유도미사일 인수",2015-01-21
1215,폴란드,"폴란드, 파트리아사 차륜형 다목적장갑차  8×8  AMV 200대 발주",2015-01-20
1216,핀란드,"핀란드 파트리아(Patria)사, 콩스버그(Kongsberg)사와 공동사업 추진",2015-01-20
1217,인도,"인도, 중형 다목적 전투기(MMRCA) 사업 취소 암시",2015-01-20
1218,체코,"체코, 8×8 지휘장갑차 판두르 II 20대 발주 예정",2015-01-20
1219,덴마크,"덴마크, 장갑차용 RPG 장갑체계로  암세이프사의 타리안 선정",2015-01-20
1220,필리핀,"필리핀, 해병대 M14 저격용 소총을 신형 M40 7.62mm 플랫폼으로 교체 예정",2015-01-13
1221,인도네시아,"인도네시아, 자체 건조 강습함 실전배치",2015-01-13
1222,사우디아라비아,"사우디아라비아, 주력전차 M1A2 42대 성능개량계약 체결",2015-01-12
1223,아프가니스탄,"아프가니스탄, 주력전차 T-55 정비사업 협상 중",2015-01-12
1224,레바논,"레바논, IVECO사의 차륜형 장갑차 LMV - MPV - VBTP  구매계약체결",2015-01-12
1225,나이지리아,"나이지리아, 주력전차 T-72AV 및 병력수송장갑차 BTR-4E 구매 추정",2015-01-12
1226,노르웨이,"노르웨이, 보병전투장갑차 CV90용으로 덴마크 LED 탐조등 선정",2015-01-12
1227,폴란드,"폴란드, 무인지상차량 제안요청서 발표",2015-01-12
1228,핀란드,"핀란드, Patria사가 성능개량한 첫 번째 XA-180 병력수송장갑차 인수",2015-01-12
1229,우루과이,"우루과이, 이동식 국경 경계체계 인수 완료",2015-01-12
1230,인도,"인도, OTO Melara사의 127/64 LW 함포 선정",2015-01-12
1231,슬로바키아,"슬로바키아, C-27J 구매 계약 체결",2015-01-05
1232,폴란드,"폴란드, 연안미사일 대대 구매 추진",2015-01-05
1233,인도네시아,"인도네시아, 그리펜 전투기 구매 가능성",2015-01-05
1234,베트남,"베트남, 러시아 신형 프리킷 인수 예정",2015-01-05
1235,칠레,"칠레, 연안 초계함 건조 추진",2015-01-05
1236,칠레,"칠레, 소형 무인기 구매 추진",2015-01-05
1237,아르헨티나,"아르헨티나, 이스라엘 구형 전투기 구매 검토",2015-01-05
1238,인도,"인도, 7억 달러 규모의 군사장비 관련 제안 승인",2014-12-30
1239,나이지리아,"나이지리아, 공격용 소총 구매",2014-12-30
1240,네덜란드,"네덜란드, NS100 레이더 계약 체결",2014-12-30
1241,크로아티아,"크로아티아, 독일 PzH 2000 자주포 구매",2014-12-30
1242,리투아니아,"리투아니아, 폴란드 GROM MANPADS 방공체계 구매 예정",2014-12-30
1243,프랑스,"프랑스, Roquette NG 무기체계 도입",2014-12-29
1244,대만,"대만, 미국으로부터 UH-60 Black Hawk 중형 수송헬기 구매",2014-12-29
1245,터키,"터키 로켓산, 록히드마틴과 미사일 협정 체결",2014-12-17
1246,베트남,"베트남, 무레나 구입 예정",2014-12-17
1247,폴란드,"폴란드, 잠수함 도입 동향",2014-12-17
1248,앙골라,"앙골라, 브라질로터 경비정 도입",2014-12-17
1249,우루과이,"우루과이, 신규 훈련기 도입 가능성",2014-12-17
1250,나이지리아,"나이지리아, 파키스탄으로부터 JF-17 Thunder 전투기 구매 예상",2014-12-16
1251,인도,"인도, 다목적헬기로 시콜스키사의 S-70B Seahawk헬기 선정",2014-12-16
1252,불가리아,"불가리아, 미국으로부터 Phoenix 30 UAS 도입",2014-12-16
1253,뉴질랜드,"뉴질랜드, MEKO급 호위함용으로 라인메탈사의 MASS 선정",2014-12-16
1254,브라질,"브라질, Sea Ceptor 미사일을 차세대 초계함용 국지 방공무기로 선정",2014-12-11
1255,브라질,"브라질, 105mm포 탑재 기동포체계 획득사업 정상 추진 중",2014-12-11
1256,파키스탄,"파키스탄, 중국의 J-31 스텔스기 구매 희망",2014-12-10
1257,인도,"인도, 현행 105mm 경야포 대체를 위한 대규모 입찰 제안",2014-12-10
1258,수단,"수단, Kombo 미래병사체계로 중국의 QBZ-97 공격용 소총 선정",2014-12-10
1259,스페인,"스페인, 신형 탄약 계약 체결",2014-12-10
1260,체코,"체코, 이동식 방공레이더 획득 추진",2014-12-10
1261,오스트레일리아,"호주, 차세대 잠수함에 일본의 신형 추진시스템 적용 희망",2014-12-05
1262,노르웨이,"노르웨이, 미 Intergraph사와 지형지도제작 계약 체결",2014-12-05
1263,브라질,"브라질, Gripen 전투기 도입 수량 최종 확정",2014-12-05
1264,캐나다,"캐나다, Harris사와 전술무전기 계약 체결",2014-12-05
1265,파키스탄,"파키스탄, 중국의 J-31 스텔스기 구매 희망",2014-12-05
1266,오스트레일리아,"호주, 보잉사와 헬기승무원훈련체계(HATS) 관련 계약 체결",2014-12-05
1267,폴란드,"폴란드, 특수작전부대에 SCT Rubin 열상 조준경 보급 예정",2014-12-05
1268,인도네시아,"인도네시아-터키, 새로운 중형 전차 개발 합의",2014-12-01
1269,폴란드,"폴란드, 러시아에 대한 대응수단 구매",2014-12-01
1270,이라크,"이라크, 첨단정밀타격무기체계(APKWS) 도입 예정",2014-12-01
1271,말레이시아,"말레이시아, Land Rogue RCWS 인수",2014-12-01
1272,이집트,"이집트, 경기관총 및 권총 구매",2014-12-01
1273,인도네시아,"인도네시아, 대잠헬기 11대 구매",2014-11-27
1274,인도네시아,"인도네시아, EC725 중형수송헬기 첫 호기 인수",2014-11-27
1275,가봉,"가봉, 15A 포 설치대 및 NARWHAL RWS 구매",2014-11-27
1276,오스트레일리아,"호주, Cubic사와 ACMI훈련을 위한 계약 체결",2014-11-27
1277,폴란드,"폴란드, 궤도형 교량전차 MG-20 Daglezja-G 소량초도양산 입찰 착수",2014-11-24
1278,파키스탄,"파키스탄, 고속정 도입",2014-11-24
1279,레바논,"레바논, 프랑스의 CAESAR 155mm 차륜형 곡사포 등 무기 구매 예정",2014-11-24
1280,폴란드,"폴란드, 2016년에 Narew 단거리 방공체계 획득사업 시작 예정",2014-11-24
1281,인도,"인도, 이스라엘의 Spike 대전차 유도미사일 8,000발과 발사기 300대 구매 예정",2014-11-21
1282,폴란드,"폴란드, 9개 이동식 디지털 통신센터 획득 개시",2014-11-21
1283,폴란드,"폴란드, 주력전차 Leopard 2A5 추가분 인수",2014-11-21
1284,카타르,"카타르, Thales사로부터 군용위성통신체계 주문",2014-11-21
1285,핀란드,"핀란드, 새로운 전투기 사업 검토 착수",2014-11-06
1286,인도,"인도, 보병전투 장갑차 BMP-1 파워팩 성능개량 제안요청서 공표",2014-11-06
1287,에스토니아,"에스토니아, Javelin 유도미사일 구매 예정",2014-11-06
1288,에스토니아,"에스토니아, 보병전투 장갑차 CV90 구매 예정",2014-11-04
1289,브라질,"브라질, 미래 8×8 차륜형 중(中)형 정찰장갑차 기본 요구조건 승인",2014-11-04
1290,오스트레일리아,"호주, Nulka 체계에 대한 2,800만 호주달러 규모 계약 체결",2014-11-04
1291,독일,"독일 연방군, 신형 합동무선체계 획득",2014-11-04
1292,인도,"인도, AN-32기 성능개량 사업 10월말 입찰 예정",2014-11-04
1293,프랑스,"프랑스, 공군 훈련기 교체 계획",2014-11-03
1294,체코,"스웨덴, 체코 및 슬로바키아와 그리펜 전투기 개발 협력 협정서 서명",2014-11-03
1295,라트비아,"영국, 중고 장갑차 라트비아에 판매",2014-11-03
1296,앙골라,"브라질, 앙골라와 해군 현대화사업 MOU체결",2014-11-03
1297,체코,"헝가리, T-72탱크 체코에 판매",2014-11-03
1298,스위스,"스위스, 2025년경에 신형전투기 도입",2014-11-03
1299,폴란드,"프랑스, 對폴란드 대규모 방산수출 추진",2014-11-03
1300,태국,"태국 해군, EC645 T2 다목적중형헬기 5대 구매",2014-10-31
1301,오스트레일리아,"호주, 정찰장갑차 사업 추진",2014-10-31
1302,파키스탄,"파키스탄, 지뢰방호 장갑차 구매",2014-10-31
1303,페루,"페루, 9mm 권총 30,000정 획득 착수",2014-10-31
1304,페루,"페루, 구형 주력전차 T-55  교체용으로 러시아 T-90S 구매에 관심 표명",2014-10-31
1305,이스라엘,"이스라엘, M72 경대전차무기 발주",2014-10-31
1306,폴란드,"폴란드,  순항미사일 구매 추진",2014-10-29
1307,남아프리카공화국,"남아프리카공화국, 훈련 및 시뮬레이션 확대 예정",2014-10-29
1308,뉴질랜드,"뉴질랜드, 연안경비함(OPV)의 Typhoon 함포에 대한 수락시험 완료",2014-10-29
1309,베트남,"베트남, 고속상륙정 인도",2014-10-20
1310,영국,"영국, 해군 신형 연안경비함 건조 착수",2014-10-20
1311,노르웨이,"노르웨이, Saab사와 차세대 차량 시뮬레이터 계약 체결",2014-10-20
1312,헝가리,"헝가리, 체코에 T 72 전차 58대 매각",2014-10-20
1313,싱가포르,"싱가포르, 연안임무함(LMV) 선도함 기공식",2014-10-20
1314,영국,"영국, 육군용 차세대 궤도형 장갑차 SV Scout 589대 발주 예정",2014-10-20
1315,리투아니아,"리투아니아, 폴란드의 GROM 미사일 도입",2014-10-20
1316,멕시코,"멕시코, 네덜란드 Damen사와 함정 건조 계약 체결",2014-10-20
1317,체코,"체코 슬로바키아 헝가리, 신형 3-D 레이더 획득 추진",2014-10-20
1318,노르웨이,"노르웨이, 첫 CV90 공병장갑차 인수",2014-10-20
1319,라트비아,"라트비아, 영국의 잉여 전투장갑차 123대 구매",2014-10-20
1320,헝가리,"헝가리, Mistral 미사일체계 성능개량 계약 체결",2014-10-17
1321,브라질,"남미국가연합, 기본 훈련기 공동 생산",2014-10-02
1322,알제리,"알제리, 해군 함정 인도 예정",2014-10-02
1323,칠레,"칠레, 해군 경비함 진수",2014-10-02
1324,알제리,"알제리, 무기구매 동향",2014-10-02
1325,차드,"차드, 추가 수송기 인도 예정",2014-10-02
1326,오스트레일리아,"호주, 해군 잠수함 사업 동향",2014-10-02
1327,아랍에미리트,"UAE, 군용차량 자체 생산",2014-09-25
1328,과테말라,"과테말라, 브라질 Super Tucano 경전투기 도입 취소 완전 매듭",2014-09-25
1329,베트남,"베트남 해안경비대(CSBV), 해안경비용 헬기 도입 임박",2014-09-23
1330,터키,"터키, 플라스틱 폭탄, 탄두, 항공 폭약을 자체 생산",2014-09-23
1331,터키,"터키, 록히드 마틴 社의 F-35A 전투기를 2기 주문 예정",2014-09-23
1332,터키,"터키, 자국산 급습정(상륙용 쾌속 공격정)의 10척 도입",2014-09-23
1333,터키,"터키, 자국산 탱크생산 계약",2014-09-23
1334,터키,"터키, 미국으로부터 3억2천만 달러 규모의 공대공 미사일 도입",2014-09-23
1335,터키,"터키, 미국산 신형 중거리 공대공 미사일 도입 예정",2014-09-23
1336,필리핀,"필리핀, 해상방어능력 증강 추진",2014-09-23
1337,폴란드,"폴란드, 대공미사일 방어시스템 구축 계획",2014-09-23
1338,브라질,"브라질, 해양 감시 프로젝트 추진",2014-09-23
1339,터키,"터키, 장거리공중미사일방어체계(T-LORAMIDS) 구축사업 계획에 혼선",2014-09-23
1340,터키,"터키, 무인항공기 개발 성공",2014-09-23
1341,터키,"터키, 터키산 차세대 전투기에 외국산 엔진장착 결정",2014-09-23
1342,칠레,"칠레, 쇄빙선 수입 대신 국내제작 가능성 높아져",2014-09-23
1343,칠레,"칠레 경찰, 무인정찰기 도입 추진",2014-09-23
1344,칠레,"칠레, 개인화기 선정",2014-09-23
1345,베트남,"베트남, C-295 AEW(조기경보기) 도입 가능성 제기",2014-09-22
1346,베트남,"베트남 해군, Camcopter S-100 무인 헬기 구입위해 협상 중",2014-09-22
1347,온두라스,"온두라스, 공군 경전투기 신규 도입 및 리모델링 추진",2014-09-22
1348,아랍에미리트,"UAE군, 지상전술 데이터링크체계 구매",2014-09-06
